handle,title,description,categories,crosspromotecategory,istaxable,isactive,isfeatured,shippingmethod,shippingfee,shippingfeeadditional,handlingfee,handlingfeeadditional,shippingfee_int,shippingfeeadditional_int,handlingfee_int,handlingfeeadditional_int,shippingfee_custom,shippingfeeadditional_custom,handlingfee_custom,handlingfeeadditional_custom,optionname1,optionname2,optionname3,optionname4,optionname5,optionvalue1,optionvalue2,optionvalue3,optionvalue4,optionvalue5,variantid,variant_name,weight,price,saleprice,sku,trackinventory,allowpurchase,stocklevel,seo_pagetitle,seo_keywords,seo_description,images
angstadt-3-festoon-curtain,Angstadt #3 Festoon Curtain - Discontinued,"<p>	 <strong></strong></p>       This variation was originally woven by Jacob Angstadt, Lewisburg, PA. It is recorded that in the mid  1700s Johann was a master weaver who taught his three sons the  trade.  His son Peter then taught his nephew Jacob.  The Angstadt  patterns have been handed down through the years and  are now reproduced by our weaver.<p>	       Festoon Curtain Panel, 51"" x 65"" - Specify right or left draw</p><p>	 This curtain coordinates our tan background bedding, throws and table squares and shower curtains.</p><p>	       cotton/acrylic/poly<br>	                    machine wash: cold. dry: medium.</p><p>	    discontinued - remaining inventory:</p><p>	    Tan/Tan only</p>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,7552925,Tan/Tan,2.00,60.00,,TAN-RIGHT DRAW,true,false,4,Angstadt #3 Festoon Curtain,Angstadt #3 Festoon CurtainHistoric Woven PatternMade in USA,Angstadt #3 Festoon CurtainHistoric Woven PatternMade in USA,"http://cdn.highwire.com/3875007-angstadt3festoonroom.jpg, http://cdn.highwire.com/3875007-3222823-angstadt3colorsbig.jpg"
angstadt-3-festoon-curtain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7553033,Tan/Tan,2.00,60.00,,TAN-LEFT DRAW,true,false,4,,,,
angstadt-3-festoon-curtain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552924,Brown/Tan,2.00,60.00,,BROWN-RIGHT DRAW,true,false,0,,,,
angstadt-3-festoon-curtain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7553032,Brown/Tan,2.00,60.00,,BROWN-LEFT DRAW,true,false,0,,,,
angstadt-3-festoon-curtain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552926,Black-Tan,2.00,60.00,,BLACK-RIGHT DRAW,true,false,0,,,,
angstadt-3-festoon-curtain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7553034,Black-Tan,2.00,60.00,,BLACK-LEFT DRAW,true,false,0,,,,
stripe-15-king-blanket,Stripe #15 King Blanket,"<p>	<br>	<strong>Stripe #15</strong> - King size blanket, 108"" x 99""<br>	<br>	               Black, Brick, Blue, Brown or Antique White -- on linen background</p><p>	  Black, Brick, Blue or Brown - on tan background</p><br><p>	  cotton/acrylic/poly <br>	               machine wash: cold. dry: medium.</p>             Also available as a twin size blanket, 72"" x 95"" - $85.00 - call or email to order<br><br><br>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,Color,Size,,,,Antique White/Linen,King Size,,,,6673912,Antique White/Linen - King,3.00,120.00,,STRIPE 15-ANT WHITE-LINEN,true,false,0,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,"http://cdn.highwire.com/3405739-stripe15linenbig.jpg, http://cdn.highwire.com/3405739-stripe15tanbig.jpg, http://cdn.highwire.com/3405739-stripe15room.jpg"
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Linen,King Size,,,,6673911,Black/Linen/King Size,4.00,120.00,,STRIPE 15-BLACK-LINEN,true,true,0,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Brick/Linen,King Size,,,,6673910,Brick/Linen/King Size,4.00,120.00,,STRIPE 15-BRICK-LINEN,true,true,1,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Linen,King Size,,,,6673913,Brown/Linen/King Size,4.00,120.00,,STRIPE 15-BROWN-LINEN,true,true,0,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Linen,King Size,,,,6673914,Blue/Linen/King Size,4.00,120.00,,STRIPE 15-BLUE-LINEN,true,true,0,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Tan,King Size,,,,6673915,Black/Tan/King Size,4.00,120.00,,STRIPE 15-BLACK-TAN,true,true,-2,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Tan,King Size,,,,6673916,Brown/Tan/King Size,4.00,120.00,,STRIPE 15-BROWN-TAN,true,true,1,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Brick/Tan,King Size,,,,6673917,Brick/Tan/King Size,4.00,120.00,,STRIPE 15-BRICK-TAN,true,true,-2,,,,
stripe-15-king-blanket,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Tan,King Size,,,,6673918,Blue/Tan/King Size,4.00,120.00,,STRIPE 15-BLUE-TAN,true,true,0,,,,
fancy-snowball-coverlet-twin-1,Fancy Snowball Coverlet - Twin - Discontinued - 1 left - black/tan,"<p>	  Fancy Snowball coverlet is woven in a turned twill weave - dating from the early to mid-1800s.  The original was woven with unevenly dyed coral red wool on top of a medium  indigo blue wool background with self fringe on bottom.  Very lovely pattern!</p><p>	  Twin size coverlet measures 78"" x 98""</p><p>	  Colors: Brick, Black, Blue, Brown or Antique White.<br>	   On a Linen or Tan Background.</p>  Cotton/acrylic/poly<br><p>	               Machine wash: cold. dry: medium.</p><p>	  Also available in queen size, see historic textiles category to select queen.</p>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6594580,Fancy Snowball - Black/Tan,4.00,125.00,,FS-BLACK/TAN-TWIN,true,false,0,fancy snowballl twin coverlet,fancy snowballl queen coverlethistoric textile,fancy snowballl queen coverlet,"http://cdn.highwire.com/3362534-fancysnowballcolors1big.jpg, http://cdn.highwire.com/3362534-fancysnowballcoverletroom.jpg"
fancy-snowball-coverlet-queen,Fancy Snowball Coverlet - Queen,"<p>	   Fancy Snowball coverlet is woven in a turned twill weave - dating from the early to mid-1800s.  The original was woven with unevenly dyed coral red wool on top of a medium  indigo blue wool background with self fringe on bottom.  Very lovely pattern!</p><p>	   Queen size coverlet measures 90"" x 98""</p><p>	   Discontinued Pattern - Still available - 1 black/linen; 1 blue/linen; 2 brown/linen</p>   Cotton/acrylic/poly<br><p>	                Machine wash: cold. dry: medium.</p>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6594459,Fancy Snowball - Black/Linen,4.00,160.00,,FS-BLACK/LINEN-QUEEN,true,true,-2,fancy snowballl queen coverlet,fancy snowballl queen coverlethistoric textile,fancy snowballl queen coverlet,"http://cdn.highwire.com/3362483-fancysnowballcolors1big.jpg, http://cdn.highwire.com/3362483-fancysnowballcoverletroom.jpg"
fancy-snowball-coverlet-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594543,Fancy Snowball - Brown/Linen,4.00,160.00,,FS-BROWN/LINEN-QUEEN,true,true,1,,,,
fancy-snowball-coverlet-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594554,Fancy Snowball - Blue/Linen,4.00,160.00,,FS-BLUE/LINEN-QUEEN,true,true,0,,,,
chair-half,Chair & 1/2,<p>	 Upholstered Chair & 1/2 - great small settle size!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465351,default,0.00,0.00,,CHAIR & 1/2,false,false,10000,,,,http://cdn.highwire.com/3291071-chair-larger-sizes.jpg
sheraton-sofa,Sheraton Sofa,<p>	Sheraton sofa available in two lengths.</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465347,default,0.00,0.00,,SHERATON SOFA,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291067-sofa-page-3.jpg
jacobean-settle,Jacobean Settle,<p>	Jacobean settle</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465345,default,0.00,0.00,,JACOBEAN SETTLE,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291065-woodstock-jacob.jpg
heart-massechusetts-settle,Heart of Massachetts Settle,<p>	Great heart back settle</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465339,default,0.00,0.00,,HEART OF MA SETTLE,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291059-heart-mass-northham.jpg
deerfield-sofa,Deerfield Sofa,<p>	Deerfield sofa available in two lengths</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465338,default,0.00,0.00,,DEERFIELD SOFA,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291058-deerfield.jpg
berkshire-sofa,Berkshire Sofa or Settee,<p>	Berkshire settee</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465337,default,0.00,0.00,,BERKSHIRE SOFA,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,"http://cdn.highwire.com/3291057-23.jpg, http://cdn.highwire.com/3291057-23-001.jpg"
camel-back-sofa,Formal Camelback Sofa,<p>	Camelback sofa</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465336,default,0.00,0.00,,CAMELBACK SOFA,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,"http://cdn.highwire.com/3291056-camelback-page-001.jpg, http://cdn.highwire.com/3291056-camelback-page.jpg"
bertrum-barrel-settle,Bertrum Barrel Settle,<p>	 Bertrum settle</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465316,default,0.00,0.00,,BERTRUM BARREL SETTLE,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291047-barrel-bertram.jpg
guildford-sofa,Guildford Sofa,<p>	Guildford sofa</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465313,default,0.00,0.00,,Guildford Sofa,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291044-22.jpg
chippendale-sofa,Chippendale Sofa,<p>	Chippendale sofa available in 3 lengths</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465311,default,0.00,0.00,,Chippendale Sofa,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291042-20.jpg
country-heart-sofa,Country Heart Sofa,<p>	Country heart sofa available in three sizes</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465310,default,0.00,0.00,,Country Heart Sofa,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291041-20-001.jpg
woodstock-settle,Woodstock Settle,<p>	Awesome primitive make-do settle!</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465309,default,0.00,0.00,,Woodstock Settle,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291040-19-001.jpg
shelbourne-sofa,Shelbourne Sofa,<p>	Simple designed Shelbourne Sofa available in two lengths.  Great chunky tapered legs!</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465303,default,0.00,0.00,,SHELBOURNE SOFA,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291036-shel-will-mary.jpg
westboro-rope-sofa,Westboro Rope Sofa,<p>	Adorable primitive rope sofa!</p>,"234126, 447927,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465300,default,0.00,0.00,,WESTBORO ROPE SOFA,false,true,10000,Westboro Rope Sofa,Westboro Rope Sofa,Westboro Rope Sofa,http://cdn.highwire.com/3291033-westboro-001.jpg
marlboro-chair,Marlboro,<p>	Marlboro chair with smaller size wings.</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465264,default,0.00,0.00,,MARLBORO,false,true,10000,,,,http://cdn.highwire.com/3291003-virginia-and-marlboro-flat.jpg
jacobean-chair,Jacobean Chair,<p>	Jacobean chair has wonderful wood legs!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465248,default,0.00,0.00,,JACOBEAN,false,true,10000,,,,http://cdn.highwire.com/3290987-18.jpg
make-do-chair,Make-Do Chairs,<p>	Three options available:</p><p>	Make-Do</p><p>	Make-Do with Arms</p><p>	Marke-Do with Wings</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465094,default,0.00,0.00,,MAKE-DO,false,true,10000,,,,http://cdn.highwire.com/3290870-make-do-flat.jpg
barrel-bertrum-chair,Barrel Bertrum,<p>	Great little chair that coordinates with the bertrum settle.</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465093,default,0.00,0.00,,BARREL BERTRUM,false,false,10000,,,,http://cdn.highwire.com/3290869-barrel-bertram-001.jpg
little-bit-country-chair,Little Bit of Country,<p>	Country style wing chair</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465090,default,0.00,0.00,,LITTLE BIT COUNTRY,false,false,10000,,,,http://cdn.highwire.com/3290866-24-001.jpg
chair-14-1,Wakefield Chair,<p><br></p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465089,default,0.00,0.00,,WAKEFIELD,false,false,10000,,,,http://cdn.highwire.com/3290865-pagea-001.jpg
chair-14,Chair & 1/4,<p>	Great over-sized wing chair!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465087,default,0.00,0.00,,CHAIR & 1/4,false,false,10000,,,,http://cdn.highwire.com/3290863-chair-larger-sizes-001.jpg
devonshire-classic-country-wing-chair,Devonshire Classic Country Wing,<p>	Classic wing chair</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465082,default,0.00,0.00,,DEVONSHIRE,false,false,10000,,,,http://cdn.highwire.com/3290858-classic-country-devonshire-001.jpg
north-hampton-chair-1,Sewing Chair,<p>	Wonderful chair with attached pin-keep!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465070,default,0.00,0.00,,SEWING CHAIR,false,false,10000,,,,http://cdn.highwire.com/3290848-21-001.jpg
north-hampton-chair,North Hampton Chair,<p>	Larger very traditional wing</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465068,default,0.00,0.00,,NORTH HAMPTON,false,false,10000,,,,http://cdn.highwire.com/3290846-24.jpg
center-inn-gent-chair,Center Inn Gent Chair,<p>	Gent chair with tapered wing</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465064,default,0.00,0.00,,CENTER INN,false,false,10000,,,,http://cdn.highwire.com/3290843-center-inn-gent.jpg
martha-washington-chair,Martha Washington,<p>	Lovely more formal chair!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465062,default,0.00,0.00,,MARTHA WASHINGTON,false,false,10000,,,,http://cdn.highwire.com/3290841-martha-and-pilgrim.jpg
hearthside-chair,Arabella Chair,With or Without Tight Seat<br>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465055,default,0.00,0.00,,ARABELLA,false,false,10000,,,,http://cdn.highwire.com/3290836-arabella-page-001.jpg
hearthside-chair-1,Hearthside Chair,<p>	Chair with a little smaller wing.</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465053,default,0.00,0.00,,HEARTHSIDE,false,false,10000,,,,http://cdn.highwire.com/3290834-pagea.jpg
wing-recliner,Public House Chair,<p>	Another great chair!</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465041,default,0.00,0.00,,PUBLIC HOUSE,false,false,10000,,,,http://cdn.highwire.com/3290829-public-and-library-wing.jpg
westboro-chair,Wing Recliner,<p>	The best recliner - looks just like a wing chair!  Two reclining positions.</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465034,default,0.00,0.00,,RECLINER,false,false,10000,,,,"http://cdn.highwire.com/3290824-recliner-page.jpg, http://cdn.highwire.com/3290824-recliner-page-001.jpg"
woodstock-chair,Westboro Chair,<p>	Awesome!! Goes with the rope sofa.</p>,"234126, 447925,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6465028,default,0.00,0.00,,WESTBORO ROPE,false,false,10000,,,,http://cdn.highwire.com/3290818-westboro.jpg
rose-trellis-coverlet-queen-1,Rose & Trellis Coverlet - Queen - SALE 30% Off - NOW $105 - Discontinued,"This wonderful coverlet pattern has a German origin, but the weaver is unknown.  It is believed to have been woven during the early 1800s in several different versions.  <br><p>	        Queen size coverlet, 94"" x 100""</p><p>	        Colors:<br>	               On Linen: Black/Antique White, Black/Brown, Black/Brick, Black/Black</p><p>	        On Tan: Brick/Black, *Brick/Blue, Brick/Antique White, *<em>Brick/Green</em></p><p>	<em>This is a discontinued pattern and colors are available as shown in drop-down menu.  This item is on sale for $120.00.<br>	 </em></p><p>	        cotton/acrylic/poly<br>	                     machine wash: cold. dry: medium.</p><p>	        Also available in twin size, see historic textiles category to select twin.</p>","81942, 160431,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6371901,Rose Trellis Queen - Black/Ant White on Linen,4.00,150.00,105.00,RT-QUEEN-BK/AW-LINEN,true,true,0,,,,"http://cdn.highwire.com/3222954-3222917-rosetrellistanbig.jpg, http://cdn.highwire.com/3222954-3222917-rosetrellislinenbig.jpg, http://cdn.highwire.com/3222954-3222917-rosetrellisdetailbig.jpg"
rose-trellis-coverlet-queen-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371904,Rose Trellis Queen - Black/Black on Linen,4.00,150.00,105.00,RT-QUEEN-BK/BK-LINEN,true,false,0,,,,
rose-trellis-coverlet-twin,Rose & Trellis Coverlet - Twin,"This wonderful coverlet pattern has a German origin, but the weaver is unknown.  It is believed to have been woven during the early 1800s in several different versions.  <br><p>	 Twin size coverlet, 78"" x 98""</p><p>	 Colors:<br>	        On Linen: Black/Antique White, Black/Brown, Black/Brick, Black/Black</p><p>	 On Tan: Brick/Black, *Brick/Blue, Brick/Antique White, *<em>Brick/Green</em></p><p>	 <em>Brick/Green available seasonally only</em></p><p>	 cotton/acrylic/poly<br>	              machine wash: cold. dry: medium.</p><p>	 Also available in queen size, see historic textiles category to select queen.</p>","81942,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6371883,Rose Trellis Twin - Brick/Ant White on Tan,4.00,110.00,,RT-TWIN-BRK/AW-TAN,true,true,1,,,,"http://cdn.highwire.com/3222917-rosetrellistanbig.jpg, http://cdn.highwire.com/3222917-rosetrellislinenbig.jpg, http://cdn.highwire.com/3222917-rosetrellisdetailbig.jpg"
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371847,Rose Trellis Twin - Black/Ant White on Linen,4.00,110.00,,RT-TWIN-BK/AW-LINEN,true,true,0,,,,
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371864,Rose Trellis Twin - Black/Brown on Linen,4.00,110.00,,RT-TWIN-BK/BRN-LINEN,true,true,0,,,,
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371867,Rose Trellis Twin - Black/Brick on Linen,4.00,110.00,,RT-TWIN-BK/BRK-LINEN,true,true,0,,,,
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371868,Rose Trellis Twin - Black/Black on Linen,4.00,110.00,,RT-TWIN-BK/BK-LINEN,true,true,0,,,,
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371869,Rose Trellis Twin - Brick/Black on Tan,4.00,110.00,,RT-TWIN-BRK/BK-TAN,true,true,0,,,,
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371880,Rose Trellis Twin - Brick/Blue on Tan,4.00,110.00,,RT-TWIN-BRK/BE-TAN,true,true,0,,,,
rose-trellis-coverlet-twin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371884,Rose Trellis Twin - Brick/Green on Tan,4.00,110.00,,RT-TWIN-BRK/GRN-TAN,true,true,0,,,,
summer-rosewinter-fell-pattern-new-table-square,Summer Rose/Winter Fell - Table Square,"<p>	This very lovely summer/winter weave coverlet pattern was originally woven in Connecticut in the early 1800's and has been recreated by our weaver in wonderful color options.</p>Table Square - 36"" x 38""<br><br>Available Colors:<br>Brick, Black, Brown, Blue, Antique White on either a Linen or Tan Background<br><br>Cotton/Acrylic/Poly Blend<br>Machine Wash Cold, Dry Medium<br><br>This pattern is also available as a twin size and king size coverlet.  Please see historic textile product category to select these products.<br><br>You may pre-order any of the colors shown.  Orders will be filled in order they are received.<br><br><br>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,Color,Size,,,,Antique White/Linen,36x38,,,,6371672,Antique White/Linen - Table Square,2.00,32.00,,SR-TS-ANTWHITE-LINEN,true,true,1,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,King Size Coverlet Summer Rose/Winter Fell,"http://cdn.highwire.com/3222853-3191491-summerwintercolors1big.jpg, http://cdn.highwire.com/3222853-3191491-summerwintercolors2big.jpg"
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Antique White/Tan,36 x 38,,,,6371677,Antique White/Tan - Table Square,2.00,32.00,,SR-TS-ANTWHITE-TAN,true,true,0,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Linen,36 x 38,,,,6371673,Black/Linen/Table Square,2.00,32.00,,SR-TS-BLACK-LINEN,true,true,-1,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Black/Tan,36 x 38,,,,6371674,Black/Tan/Table Square,2.00,32.00,,SR-TS-BLACK-TAN,true,true,-1,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Linen,36 x 38,,,,6371669,Blue/Linen/Table Square,2.00,32.00,,SR-TS-BLUE-LINEN,true,true,2,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Blue/Tan,36 x 38,,,,6371675,Blue/Tan/Table Square,2.00,32.00,,SR-TS-BLUE-TAN,true,true,-1,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Brick/Linen,36 x 38,,,,6371670,Brick/Linen/Table Square,2.00,32.00,,SR-TS-BRICK-LINEN,true,true,-1,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Brick/Tan,36 x 38,,,,6371676,Brick/Tan/Table Square,2.00,32.00,,SR-TS-BRICK-TAN,true,true,-1,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Linen,36 x38,,,,6371671,Brown/Linen/Table Square,2.00,32.00,,SR-TS-BROWN-LINEN,true,true,2,,,,
summer-rosewinter-fell-pattern-new-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,Brown/Tan,36 x 38,,,,6371678,Brown/Tan/Table Square,2.00,32.00,,SR-TS-BROWN-TAN,true,true,0,,,,
angstadt-3-shower-curtain-1,Angstadt #3 Shower Curtain - Discontinued - Sale,"<p>	 <strong></strong></p>   This variation was originally woven by Jacob Angstadt, Lewisburg, PA. It is recorded that in the mid  1700s Johann was a master weaver who taught his three sons the  trade.  His son Peter then taught his nephew Jacob.  The Angstadt  patterns have been handed down through the years and  are now reproduced by our weaver.<p>	   Shower curtain, each panel with ties: 48"" x 72""<br>	                Set of two             pieces with ties: 96"" x 72""</p><p>	   Priced as single panels - if you want a pair please order two.:</p><p>	  A few still available in  Tan, Black - $35.00 Sale per panel (tan background)</p><p>	   cotton/acrylic/poly<br>	                machine wash: cold. dry: medium.</p>","81942, 160431,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6371576,Black-Tan,0.00,50.00,35.00,ANG-SC-BLACK-TAN,true,false,4,Angstadt #3 Shower Curtain,Angstadt #3 Shower CurtainHistoric Woven PatternMade in USA,Angstadt #3 Table Shower CurtainHistoric Woven PatternMade in USA,http://cdn.highwire.com/3222823-angstadt3colorsbig.jpg
angstadt-3-shower-curtain-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6371575,Tan/Tan,0.00,50.00,35.00,ANG-SC-TAN-TAN,true,false,0,,,,
angstadt-3-table-square,Angstadt #3 Table Square,"<p>	<strong></strong></p>This variation was originally woven by Jacob Angstadt, Lewisburg, PA. It is recorded that in the mid  1700s Johann was a master weaver who taught his three sons the  trade.  His son Peter then taught his nephew Jacob.  The Angstadt  patterns have been handed down through the years and  are now reproduced by our weaver.<p>	Table Square, 51"" x 51""</p><p>	Colors: Tan, Black, Brick, Brown or Blue<br>	             On a tan background only.             <br></p><p>	cotton/acrylic/poly<br>	             machine wash: cold. dry: medium.</p>","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,6370614,Antique White/Tan,0.00,40.00,,ANG-TS-ANTWHITE-TAN,true,true,1,Angstadt #3 Table Square,Angstadt #3 Table SquareHistoric Woven PatternMade in USA,Angstadt #3 Table SquareHistoric Woven PatternMade in USA,http://cdn.highwire.com/3221862-angstadt3colorsbig.jpg
angstadt-3-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6370567,Brick/Tan,2.00,40.00,,ANG-TS-BRICK-TAIN,true,true,-5,,,,
angstadt-3-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6370650,Black-Tan,0.00,40.00,,ANG-TS-BLACK-TAN,true,true,1,,,,
angstadt-3-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6370684,Blue/Tan,0.00,40.00,,ANG-TS-BLUE-TAN,true,true,1,,,,
angstadt-3-table-square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6370665,Brown/Tan,0.00,40.00,,ANG-TS-BROWN-TAN,true,true,1,,,,
test,test,test<p><br></p>,"136089,",false,true,false,false,calculated,,,,,,,,,,,,,color,size,,,,antique white,"54""",,,,6338124,"antique white/54""",1.50,0.00,,HW_2E754198,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,antique white,"72""",,,,6338125,"antique white/72""",1.50,0.00,,HW_5EC2BE2C,true,true,1,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,antique white,84',,,,6338126,antique white/84',1.50,0.00,,HW_2056E96A,true,true,1,,,,
